train_number_clean,train_name,from_station_code,from_station_name,to_station_code,to_station_name,distance_km,duration_hours,duration_minutes
11108,Varanasi-Gwalior Bundelkhand Express,BSB,VARANASI JN,GWL,GWALIOR JN,624.0,14.0,50.0
11109,Jhansi-Lucknow Intercity Express,JHS,JHANSI JN,LKO,LUCKNOW,292.0,5.0,50.0
11110,Lucknow-Jhansi InterCity,LKO,LUCKNOW,JHS,JHANSI JN,292.0,6.0,5.0
11123,Barauni-Gwalior Mail,BJU,BARAUNI JN,GWL,GWALIOR JN,1055.0,26.0,15.0
11124,Gwalior Barauni Mail,GWL,GWALIOR JN,BJU,BARAUNI JN,1055.0,25.0,20.0
11125,Indore Gwalior Express,INDB,INDORE JN BG,GWL,GWALIOR JN,562.0,12.0,10.0
11126,Gwalior Indore Express,GWL,GWALIOR JN,INDB,INDORE JN BG,562.0,12.0,20.0
11454,Prerna Express,NGP,NAGPUR,ADI,AHMEDABAD JN,959.0,18.0,5.0
11105,Pratham Swatantrata Sangram Express,KOAA,KOLKATA CHITPUR,JHS,JHANSI JN,1326.0,25.0,25.0
11106,Pratham Swatantrata Sangram Express,JHS,JHANSI JN,KOAA,KOLKATA CHITPUR,1326.0,25.0,5.0
11266,AMBIKAPUR - JABALPUR Exp,ABKP,AMBIKAPUR,JBP,JABALPUR,433.0,8.0,50.0
11401,Nandigram Express,CSTM,MUMBAI CST,NGP,NAGPUR,1139.0,23.0,40.0
11402,Nandigram Express,NGP,NAGPUR,CSTM,MUMBAI CST,1139.0,23.0,40.0
11403,NAGPUR - KOLHAPUR EXP,NGP,NAGPUR,KOP,C SHAHU M RAJ KOLHAPUR TERM,1038.0,24.0,25.0
11404,KOLHAPUR - NAGPUR EXP,KOP,C SHAHU M RAJ KOLHAPUR TERM,NGP,NAGPUR,1038.0,23.0,45.0
11423,Solapur - Hubli Express,SUR,SOLAPUR JN,UBL,HUBLI JN,358.0,8.0,5.0
11424,Hubli Jn - Solapur Express,UBL,HUBLI JN,SUR,SOLAPUR JN,357.0,8.0,15.0
11447,JABALPUR - KOL HOWRAH Shaktipunj Exp,JBP,JABALPUR,HWH,HOWRAH JN,1152.0,27.0,45.0
11448,HOWRAH - JABALPUR Shaktipunj Exp,HWH,HOWRAH JN,JBP,JABALPUR,1152.0,25.0,15.0
11449,JABALPUR - SHRI MATA VAISHNO DEVI KATRA Express,JBP,JABALPUR,SVDK,S M V D KATRA,1509.0,31.0,10.0
11450,SHRI MATA VAISHNO DEVI KATRA - JABALPUR Express,SVDK,S M V D KATRA,JBP,JABALPUR,1509.0,32.0,55.0
11451,JABALPUR - REWA Intercity Exp,JBP,JABALPUR,REWA,REWA,238.0,4.0,35.0
11452,REWA - JABALPUR Intercity Exp,REWA,REWA,JBP,JABALPUR,238.0,4.0,25.0
11453,Prerna Express,ADI,AHMEDABAD JN,NGP,NAGPUR,959.0,19.0,50.0
11463,Somnath-Jabalpur Express,SMNH,SOMNATH,JBP,JABALPUR,1415.0,29.0,30.0
11464,Jabalpur-Somnath Express,JBP,JABALPUR,SMNH,SOMNATH,1415.0,29.0,55.0
11471,Indore-Jabalpur Overnight Express,INDB,INDORE JN BG,JBP,JABALPUR,555.0,11.0,55.0
11472,Jabalpur-Indore Express,JBP,JABALPUR,INDB,INDORE JN BG,555.0,11.0,30.0
12189,JABALPUR - DELHI H NIZAMUDDIN Mahakoshal SF Exp,JBP,JABALPUR,NZM,DELHI H NIZAMUDDIN,961.0,17.0,25.0
11465,SOMNATH - JABALPUR Exp (via Bina),SMNH,SOMNATH,JBP,JABALPUR,1570.0,32.0,50.0
11466,JABALPUR - SOMNATH Exp (via Bina),JBP,JABALPUR,SMNH,SOMNATH,1570.0,31.0,55.0
11702,INDORE - JABALPUR Intercity Exp,INDB,INDORE JN BG,JBP,JABALPUR,761.0,16.0,10.0
12107,Mumbai LTT Lucknow Superfast Express,LTT,LOKMANYA TILAK TERM,LJN,LUCKNOW JN,1410.0,22.0,45.0
12108,Lucknow Mumbai LTT Superfast Express,LJN,LUCKNOW JN,LTT,LOKMANYA TILAK TERM,1409.0,24.0,0.0
12110,Panchavati Express,MMR,MANMAD JN,CSTM,MUMBAI CST,261.0,4.0,35.0
12118,Manmad-Mumbai LTT Express,MMR,MANMAD JN,LTT,LOKMANYA TILAK TERM,245.0,4.0,25.0
12101,MUMBAI LTT - HOWRAH Janeswari Super Deluxe Exp,LTT,LOKMANYA TILAK TERM,HWH,HOWRAH JN,1952.0,31.0,0.0
12102,HOWRAH - MUMBAI LTT Janeswari Super Deluxe Exp,HWH,HOWRAH JN,LTT,LOKMANYA TILAK TERM,1952.0,30.0,50.0
12103,Pune Lucknow Jn SuperFast Express,PUNE,PUNE JN,LJN,LUCKNOW JN,1478.0,24.0,55.0
12104,Lucknow Jn - Pune Express,LJN,LUCKNOW JN,PUNE,PUNE JN,1477.0,25.0,35.0
12105,Vidarbha Express,CSTM,MUMBAI CST,G,GONDIA JN,968.0,16.0,0.0
12106,Vidarbha Express,G,GONDIA JN,CSTM,MUMBAI CST,968.0,15.0,55.0
12109,Panchavati Express,CSTM,MUMBAI CST,MMR,MANMAD JN,261.0,4.0,35.0
12111,Mumbai CST-Amaravati SF Express,CSTM,MUMBAI CST,AMI,Amravati,673.0,12.0,10.0
12112,Amaravati-Mumbai CST Express,AMI,Amravati,CSTM,MUMBAI CST,673.0,11.0,30.0
12113,Pune-Nagpur Garib Rath Express,PUNE,PUNE JN,NGP,NAGPUR,890.0,15.0,45.0
12114,Nagpur-Pune Garib Rath,NGP,NAGPUR,PUNE,PUNE JN,890.0,15.0,10.0
12115,Siddheshwar Express,CSTM,MUMBAI CST,SUR,SOLAPUR JN,455.0,8.0,15.0
12116,Siddheshwar Express,SUR,SOLAPUR JN,CSTM,MUMBAI CST,455.0,8.0,15.0
12117,Mumbai LTT- Manmad Express,LTT,LOKMANYA TILAK TERM,MMR,MANMAD JN,245.0,4.0,25.0
12119,Amaravati Nagpur Express,AMI,Amravati,NGP,NAGPUR,184.0,3.0,20.0
12120,Nagpur Amravati Express,NGP,NAGPUR,AMI,Amravati,184.0,3.0,20.0
12122,DELHI H NIZAMUDDIN - JABALPUR S Kranti Exp,NZM,DELHI H NIZAMUDDIN,JBP,JABALPUR,909.0,14.0,35.0
12135,Pune -Nagpur SuperFast Express,PUNE,PUNE JN,NGP,NAGPUR,890.0,15.0,45.0
12136,Nagpur Pune Express,NGP,NAGPUR,PUNE,PUNE JN,890.0,15.0,10.0
12137,Punjab Mail,CSTM,MUMBAI CST,FZR,FIROZPUR CANT,1930.0,34.0,0.0
12138,Punjab Mail,FZR,FIROZPUR CANT,CSTM,MUMBAI CST,1930.0,33.0,55.0
12139,Sevagram Express,CSTM,MUMBAI CST,NGP,NAGPUR,838.0,15.0,10.0
12140,Sevagram Express,NGP,NAGPUR,CSTM,MUMBAI CST,838.0,15.0,0.0
12143,LTT Sultanpur Superfast Weekly Express,LTT,LOKMANYA TILAK TERM,SLN,SULTANPUR,1550.0,27.0,5.0
12144,Sultanpur-LTT Weekly SF Express,SLN,SULTANPUR,LTT,LOKMANYA TILAK TERM,1550.0,28.0,15.0
12148,Nizamuddin-Kolhapur Express,NZM,DELHI H NIZAMUDDIN,KOP,C SHAHU M RAJ KOLHAPUR TERM,1915.0,34.0,20.0
12161,Lashkar Superfast Express,LTT,LOKMANYA TILAK TERM,AGC,AGRA CANTT,1334.0,20.0,30.0
12162,Lashkar Express,AGC,AGRA CANTT,LTT,LOKMANYA TILAK TERM,1334.0,22.0,55.0
51817,Agra Fort Bandikui Pass,AF,AGRA FORT,BKI,BANDIKUI JN,150.0,3.0,30.0
12123,Deccan Queen SF Express,CSTM,MUMBAI CST,PUNE,PUNE JN,192.0,3.0,15.0
12124,Deccan Queen SF Express,PUNE,PUNE JN,CSTM,MUMBAI CST,192.0,3.0,10.0
12125,Pragati Superfast Express,CSTM,MUMBAI CST,PUNE,PUNE JN,192.0,3.0,28.0
12126,Pragati Superfast Express,PUNE,PUNE JN,CSTM,MUMBAI CST,192.0,3.0,20.0
12127,MumbaiCST-Pune SF InterCity,CSTM,MUMBAI CST,PUNE,PUNE JN,192.0,3.0,7.0
12128,Pune-MumbaiCST Intercity Express,PUNE,PUNE JN,CSTM,MUMBAI CST,192.0,3.0,5.0
12129,PUNE - HOWRAH Azad Hind SF Exp,PUNE,PUNE JN,HWH,HOWRAH JN,2020.0,33.0,25.0
12130,HOWRAH - PUNE Azad Hind SF Exp,HWH,HOWRAH JN,PUNE,PUNE JN,2020.0,32.0,55.0
12131,Mumbai Dadar-Sainagar Shirdi Express,DR,MUMBAI DADAR CENTRAL,SNSI,SAINAGAR SHIRDI,336.0,6.0,6.0
12132,Sainagar Shirdi-Mumbai Dadar Express,SNSI,SAINAGAR SHIRDI,DR,MUMBAI DADAR CENTRAL,336.0,6.0,5.0
12133,MUMBAI CST - MANGALORE Exp,CSTM,MUMBAI CST,MAJN,MANGALORE JN,1195.0,14.0,10.0
12134,MANGALORE - MUMBAI CST Exp,MAJN,MANGALORE JN,CSTM,MUMBAI CST,1195.0,14.0,25.0
12141,MUMBAI LTT - PATLIPUTRA SF Exp,LTT,LOKMANYA TILAK TERM,PPTA,PATLIPUTRA,1714.0,29.0,15.0
12145,MUMBAI LTT - PURI SF Exp,LTT,LOKMANYA TILAK TERM,PURI,PURI,1818.0,32.0,55.0
12147,Kolhapur-Nizamuddin Express,KOP,C SHAHU M RAJ KOLHAPUR TERM,NZM,DELHI H NIZAMUDDIN,1915.0,32.0,0.0
12149,PUNE - PATLIPUTRA SF Exp,PUNE,PUNE JN,PPTA,PATLIPUTRA,1781.0,31.0,5.0
12150,PATLIPUTRA - PUNE SF Exp,PPTA,PATLIPUTRA,PUNE,PUNE JN,1780.0,30.0,35.0
12151,MUMBAI LTT - HOWRAH Samarsata SF Exp,LTT,LOKMANYA TILAK TERM,HWH,HOWRAH JN,2082.0,35.0,50.0
12152,HOWRAH - MUMBAI LTT Samarsata SF Exp,HWH,HOWRAH JN,LTT,LOKMANYA TILAK TERM,2082.0,34.0,15.0
12153,Lokmanya Tilak (T) Habibganj Express,LTT,LOKMANYA TILAK TERM,HBJ,HABIBGANJ,822.0,13.0,5.0
12154,Habibganj LTT Superfast Express,HBJ,HABIBGANJ,LTT,LOKMANYA TILAK TERM,822.0,13.0,10.0
12155,Shaan-e-Bhopal Express,HBJ,HABIBGANJ,NZM,DELHI H NIZAMUDDIN,700.0,11.0,0.0
12156,Shaan E Bhopal SF Express,NZM,DELHI H NIZAMUDDIN,HBJ,HABIBGANJ,700.0,10.0,5.0
12157,Hutatma Express,PUNE,PUNE JN,SUR,SOLAPUR JN,264.0,4.0,0.0
12158,Hutatma Express,SUR,SOLAPUR JN,PUNE,PUNE JN,264.0,4.0,0.0
12159,Amravati -Jabalpur Express,AMI,Amravati,JBP,JABALPUR,726.0,13.0,0.0
12160,Jabalpur - Amravati Express,JBP,JABALPUR,AMI,Amravati,726.0,13.0,0.0
12166,VARANASI - MUMBAI LTT Ratnagiri SF Exp,BSB,VARANASI JN,LTT,LOKMANYA TILAK TERM,1483.0,25.0,15.0
12167,MUMBAI LTT - VARANASI SF Exp,LTT,LOKMANYA TILAK TERM,BSB,VARANASI JN,1480.0,27.0,15.0
12168,VARANASI - MUMBAI LTT SF Exp,BSB,VARANASI JN,LTT,LOKMANYA TILAK TERM,1480.0,26.0,5.0
12169,Pune Solapur InterCity Express,PUNE,PUNE JN,SUR,SOLAPUR JN,264.0,4.0,0.0
12170,Solapur Pune Intercity Express,SUR,SOLAPUR JN,PUNE,PUNE JN,264.0,4.0,5.0
12171,Mumbai LTT -Haridwar AC Express,LTT,LOKMANYA TILAK TERM,HW,HARIDWAR JN,1772.0,29.0,20.0
12172,Haridwar-Mumbai LTT AC Express,HW,HARIDWAR JN,LTT,LOKMANYA TILAK TERM,1772.0,29.0,5.0
12173,Udyog Nagri Express,LTT,LOKMANYA TILAK TERM,PBH,PARTAPGARH JN,1583.0,26.0,30.0
12174,Udyog Nagri Express,PBH,PARTAPGARH JN,LTT,LOKMANYA TILAK TERM,1583.0,28.0,25.0
12177,Chambal Express,HWH,HOWRAH JN,MTJ,MATHURA JN,1475.0,26.0,45.0
12178,Chambal Express,MTJ,MATHURA JN,HWH,HOWRAH JN,1475.0,26.0,25.0
12183,Bhopal Partapgarh Express,BPL,BHOPAL JN,PBH,PARTAPGARH JN,758.0,13.0,40.0
12184,Pratapgarh-Bhopal Express,PBH,PARTAPGARH JN,BPL,BHOPAL JN,756.0,13.0,40.0
12185,BHOPAL HABIBGANJ - REWA Rewanchal Exp,HBJ,HABIBGANJ,REWA,REWA,554.0,10.0,0.0
12186,REWA - BHOPAL HABIBGANJ Rewanchal Exp,REWA,REWA,HBJ,HABIBGANJ,554.0,10.0,0.0
12187,Jabalpur-CST Garib Rath Express,JBP,JABALPUR,CSTM,MUMBAI CST,997.0,16.0,45.0
12188,Mumbai-Jabalpur Garib Rath Express,CSTM,MUMBAI CST,JBP,JABALPUR,997.0,16.0,30.0
12194,Partapgarh Bhopal SuperFast Express,PBH,PARTAPGARH JN,BPL,BHOPAL JN,756.0,13.0,40.0
12195,Agra Fort - Ajmer Express,AF,AGRA FORT,AII,AJMER JN,376.0,6.0,35.0
12196,Ajmer-Agra Fort Express,AII,AJMER JN,AF,AGRA FORT,376.0,6.0,20.0
12176,Chambal Express,GWL,GWALIOR JN,HWH,HOWRAH JN,1303.0,23.0,40.0
12179,Lucknow Agra Intercity SF Express,LJN,LUCKNOW JN,AGC,AGRA CANTT,330.0,5.0,50.0
12180,Agra Lucknow Intercity SF Express,AGC,AGRA CANTT,LJN,LUCKNOW JN,330.0,5.0,35.0
12190,DELHI H NIZAMUDDIN - JABALPUR Mahakoshal SF Exp,NZM,DELHI H NIZAMUDDIN,JBP,JABALPUR,961.0,17.0,25.0
12191,Shridham Express,NDLS,NEW DELHI,JBP,JABALPUR,1038.0,17.0,10.0
12192,Jabalpur-New Delhi Superfast Express,JBP,JABALPUR,NDLS,NEW DELHI,1038.0,17.0,55.0
12197,Bhopal Gwalior InterCity Express,BPL,BHOPAL JN,GWL,GWALIOR JN,485.0,8.0,25.0
12198,Gwalior Bhopal InterCity Express,GWL,GWALIOR JN,BPL,BHOPAL JN,485.0,8.0,45.0
12201,MUMBAI LTT - KOCHUVELI Garib Rath Exp,LTT,LOKMANYA TILAK TERM,KCVL,KOCHUVELI,1812.0,27.0,35.0
12202,KOCHUVELI - MUMBAI LTT Garib Rath Exp,KCVL,KOCHUVELI,LTT,LOKMANYA TILAK TERM,1812.0,26.0,55.0
12203,Saharsa Amritsar Garib Rath,SHC,SAHARSA JN,ASR,AMRITSAR JN,1723.0,29.0,45.0
12204,Amritsar Saharsa Garib Rath,ASR,AMRITSAR JN,SHC,SAHARSA JN,1723.0,29.0,30.0
12205,New Delhi-Dehradun AC Express,NDLS,NEW DELHI,DDN,DEHRADUN,303.0,5.0,45.0
12206,Dehradun-NewDelhi AC Express,DDN,DEHRADUN,NDLS,NEW DELHI,303.0,5.0,40.0
12207,Kathgodam-Jammu Garib Rath Express,KGM,KATHGODAM,JAT,JAMMU TAWI,769.0,15.0,10.0
12208,Jammu-Kathgodam Garib Rath Express,JAT,JAMMU TAWI,KGM,KATHGODAM,769.0,14.0,50.0
12209,Kanpur-Kathgodam Garib Rath,CNB,KANPUR CENTRAL,KGM,KATHGODAM,459.0,8.0,50.0
12210,Kathgodam-Kanpur Garib Rath,KGM,KATHGODAM,CNB,KANPUR CENTRAL,459.0,10.0,0.0
12211,Muzaffarpur-Anand Vihar(T) Garib Rath Exp.,MFP,MUZAFFARPUR JN,ANVT,ANAND VIHAR TRM,1060.0,21.0,10.0
12212,Anand Vihar T.- Muzaffarpur Garib Rath,ANVT,ANAND VIHAR TRM,MFP,MUZAFFARPUR JN,1060.0,20.0,45.0
12213,Yeswantpur-Delhi Sarai Rohilla AC Duronto Express,YPR,YESVANTPUR JN,DEE,DELHI SARAI ROHILLA,2314.0,31.0,10.0
12214,Delhi Sarai Rohilla-Yesvantpur AC Duronto Express,DEE,DELHI SARAI ROHILLA,YPR,YESVANTPUR JN,2314.0,32.0,30.0
12215,Delhi Sarai Rohilla-Mumbai BandraT Garib Rath,DEE,DELHI SARAI ROHILLA,BDTS,MUMBAI BANDRA TERMINUS,1431.0,22.0,50.0
12216,Mumbai Bandra T. - Delhi Sarai Rohilla Garib Rath,BDTS,MUMBAI BANDRA TERMINUS,DEE,DELHI SARAI ROHILLA,1431.0,23.0,25.0
12217,KOCHUVELI - CHANDIGARH Kerala Sampark Kranti Exp,KCVL,KOCHUVELI,CDG,CHANDIGARH,3415.0,54.0,35.0
12218,CHANDIGARH - KOCHUVELI Kerala Sampark Kranti Exp,CDG,CHANDIGARH,KCVL,KOCHUVELI,3415.0,53.0,50.0
12219,Lokmanya Tilak (T)-Secunderabad AC Duronto Express,LTT,LOKMANYA TILAK TERM,SC,SECUNDERABAD JN,773.0,12.0,0.0
12220,Secunderabad-Mumbai LTT AC Duronto Express,SC,SECUNDERABAD JN,LTT,LOKMANYA TILAK TERM,773.0,12.0,0.0
12222,HOWRAH - PUNE AC Duronto Exp,HWH,HOWRAH JN,PUNE,PUNE JN,2020.0,27.0,15.0
12223,MUM LTT - ERNAKULAM AC Duronto,LTT,LOKMANYA TILAK TERM,ERS,ERNAKULAM JN,1599.0,20.0,55.0
12224,ERNAKULAM - MUM LTT AC Duronto,ERS,ERNAKULAM JN,LTT,LOKMANYA TILAK TERM,1598.0,20.0,45.0
12225,Kaifiat Express,AMH,AZAMGARH,DLI,OLD DELHI,803.0,14.0,30.0
12226,Kaifiat Express,DLI,OLD DELHI,AMH,AZAMGARH,803.0,14.0,10.0
12228,Indore- Mumbai Central Duronto Express,INDB,INDORE JN BG,BCT,Mumbai Central,829.0,12.0,50.0
12229,Lucknow Mail,LKO,LUCKNOW,NDLS,NEW DELHI,493.0,8.0,40.0
12230,Lucknow Mail,NDLS,NEW DELHI,LKO,LUCKNOW,493.0,8.0,35.0
12231,Lucknow-Chandigarh Express,LKO,LUCKNOW,CDG,CHANDIGARH,667.0,11.0,25.0
12232,Chandigarh - Lucknow Sadhbhavna SF Express,CDG,CHANDIGARH,LKO,LUCKNOW,667.0,11.0,45.0
12233,Lucknow New Delhi AC Express,LKO,LUCKNOW,NDLS,NEW DELHI,493.0,8.0,0.0
12239,Mumbai Central Jaipur AC Duronto Express,BCT,Mumbai Central,JP,JAIPUR,1159.0,14.0,40.0
12260,New Delhi-Sealdah AC Duronto Express,NDLS,NEW DELHI,SDAH,KOLKATA SEALDAH,1453.0,16.0,20.0
12271,Lucknow-New Delhi AC Duronto Express,LKO,LUCKNOW,NDLS,NEW DELHI,493.0,8.0,0.0
12273,Howrah-New Delhi Duronto Express,HWH,HOWRAH JN,NDLS,NEW DELHI,1446.0,17.0,5.0
12274,New Delhi-Howrah Duronto Express,NDLS,NEW DELHI,HWH,HOWRAH JN,1441.0,17.0,0.0
12234,NewDelhi-Lucknow AC Express,NDLS,NEW DELHI,LKO,LUCKNOW,493.0,7.0,40.0
12235,DIBRUGARH - NEW DELHI Rajdhani Exp,DBRG,DIBRUGARH,NDLS,NEW DELHI,2453.0,42.0,30.0
12236,NEW DELHI - DIBRUGARH Rajdhani Exp,NDLS,NEW DELHI,DBRG,DIBRUGARH,2474.0,44.0,15.0
12237,Varanasi-Jammu Tawi SF Express,BSB,VARANASI JN,JAT,JAMMU TAWI,1261.0,22.0,35.0
12238,Jammu-Varanasi SF Express,JAT,JAMMU TAWI,BSB,VARANASI JN,1261.0,23.0,0.0
12241,Chandigarh-Amritsar Duronto Express,CDG,CHANDIGARH,ASR,AMRITSAR JN,267.0,4.0,15.0
12242,Amritsar-Chandigarh Duronto Express,ASR,AMRITSAR JN,CDG,CHANDIGARH,267.0,4.0,5.0
12243,Chennai Central-Coimbatore AC Duronto Express,MAS,CHENNAI CENTRAL,CBE,COIMBATORE JN,497.0,6.0,40.0
12244,Coimbatore-Chennai Central AC Duronto Express,CBE,COIMBATORE JN,MAS,CHENNAI CENTRAL,497.0,6.0,45.0
12245,HOWRAH - YESVANTPUR AC Duronto Exp,HWH,HOWRAH JN,YPR,YESVANTPUR JN,1946.0,29.0,0.0
12251,Wainganga express,YPR,YESVANTPUR JN,KRBA,Korba,1614.0,28.0,50.0
12252,Wainganga express,KRBA,Korba,YPR,YESVANTPUR JN,1605.0,29.0,30.0
12253,YESVANTPUR - BHAGALPUR Anga SF Exp,YPR,YESVANTPUR JN,BGP,BHAGALPUR,2473.0,43.0,0.0
12254,BHAGALPUR - YESVANTPUR Anga SF Exp,BGP,BHAGALPUR,YPR,YESVANTPUR JN,2474.0,43.0,35.0
12261,MUMBAI CST - HOWRAH AC Duronto Exp,CSTM,MUMBAI CST,HWH,HOWRAH JN,1968.0,26.0,25.0
12262,HOWRAH - MUMBAI CST AC Duronto Exp,HWH,HOWRAH JN,CSTM,MUMBAI CST,1968.0,26.0,10.0
12264,Hazrat Nizamuddin-Pune AC Duronto Express,NZM,DELHI H NIZAMUDDIN,PUNE,PUNE JN,1508.0,20.0,0.0
12265,Delhi Sarai Rohilla Jammu Tawi Duronto Express,DEE,DELHI SARAI ROHILLA,JAT,JAMMU TAWI,578.0,8.0,55.0
12266,Jammu Tawi-Delhi Sarai Rohilla Duronto Express,JAT,JAMMU TAWI,DEE,DELHI SARAI ROHILLA,578.0,8.0,35.0
12267,Mumbai Central-Ahmedabad AC Duronto Express,BCT,Mumbai Central,ADI,AHMEDABAD JN,491.0,6.0,35.0
12268,Ahmedabad-Mumbai Central AC Duronto Express,ADI,AHMEDABAD JN,BCT,Mumbai Central,491.0,6.0,30.0
12269,Chennai-Hazrat Nizamuddin Duronto Express,MAS,CHENNAI CENTRAL,NZM,DELHI H NIZAMUDDIN,2176.0,27.0,55.0
12270,Hazrat Nizamuddin-Chennai Duronto,NZM,DELHI H NIZAMUDDIN,MAS,CHENNAI CENTRAL,2176.0,28.0,20.0
12272,New Delhi-Lucknow AC Duronto Express,NDLS,NEW DELHI,LKO,LUCKNOW,493.0,7.0,40.0
12275,Allahabad-New Delhi Duronto Express,ALD,ALLAHABAD JN,NDLS,NEW DELHI,634.0,7.0,25.0
12276,New Delhi-Allahabad Duronto Express,NDLS,NEW DELHI,ALD,ALLAHABAD JN,634.0,7.0,20.0
12277,Howrah Puri Duronto Express,HWH,HOWRAH JN,PURI,PURI,502.0,7.0,15.0
12301,Howrah-New Delhi Rajdhani Express,HWH,HOWRAH JN,NDLS,NEW DELHI,1447.0,17.0,0.0
12303,Poorva Express,HWH,HOWRAH JN,NDLS,NEW DELHI,1530.0,23.0,10.0
12307,Howrah-Jodhpur SF Express,HWH,HOWRAH JN,JU,JODHPUR JN,1814.0,30.0,30.0
12311,Kalka Mail,HWH,HOWRAH JN,KLK,Kalka,1743.0,32.0,50.0
12313,KOL SEALDAH - NEW DELHI Rajdhani Exp,SDAH,KOLKATA SEALDAH,NDLS,NEW DELHI,1454.0,17.0,30.0
12314,NEW DELHI - KOL SEALDAH Rajdhani Exp,NDLS,NEW DELHI,SDAH,KOLKATA SEALDAH,1454.0,17.0,45.0
12316,Ananya Express,UDZ,UDAIPUR CITY,SDAH,KOLKATA SEALDAH,2141.0,38.0,40.0
12318,AKAL TAKHT Express,ASR,AMRITSAR JN,SDAH,KOLKATA SEALDAH,1898.0,33.0,5.0
12320,AGRA CANTT - KOLKATA CHITPUR SF Exp,AGC,AGRA CANTT,KOAA,KOLKATA CHITPUR,1405.0,24.0,20.0
12325,KOLKATA CHITPUR - NANGAL DAM Gurumukhi Exp,KOAA,KOLKATA CHITPUR,NLDM,NANGAL DAM,1803.0,32.0,0.0
12326,NANGAL DAM - KOLKATA CHITPUR Gurumukhi Exp,NLDM,NANGAL DAM,KOAA,KOLKATA CHITPUR,1803.0,32.0,15.0
12327,Upasana Express,HWH,HOWRAH JN,DDN,DEHRADUN,1587.0,28.0,50.0
12329,West Bengal Sampark Kranti,SDAH,KOLKATA SEALDAH,DLI,OLD DELHI,1448.0,22.0,45.0
12330,West Bengal Sampark Kranti Express,DLI,OLD DELHI,SDAH,KOLKATA SEALDAH,1448.0,22.0,15.0
12331,Himgiri Express,HWH,HOWRAH JN,JAT,JAMMU TAWI,2021.0,36.0,25.0
12278,Puri-Howrah AC Duronto Express,PURI,PURI,HWH,HOWRAH JN,502.0,7.0,15.0
12279,Jhansi-H.Nizamuddin Taj Express,JHS,JHANSI JN,NZM,DELHI H NIZAMUDDIN,403.0,6.0,40.0
12280,H.Nizamuddin-Jhansi Taj Express,NZM,DELHI H NIZAMUDDIN,JHS,JHANSI JN,403.0,6.0,30.0
12281,Bhubaneswar-New Delhi Duronto,BBS,BHUBANESWAR,NDLS,NEW DELHI,1724.0,21.0,55.0
12282,New Delhi-Bhubaneswar Duronto Express,NDLS,NEW DELHI,BBS,BHUBANESWAR,1724.0,22.0,5.0
12284,DELHI H NIZAMUDDIN - ERNAKULAM Duronto Exp,NZM,DELHI H NIZAMUDDIN,ERS,ERNAKULAM JN,2943.0,41.0,55.0
12287,Kochuveli-Dehradun Weekly Express,KCVL,KOCHUVELI,DDN,DEHRADUN,3459.0,57.0,10.0
12289,Mumbai CSTM-Nagpur Duronto Express,CSTM,MUMBAI CST,NGP,NAGPUR,838.0,11.0,0.0
12290,Nagpur-Mumbai CST Duronto Express,NGP,NAGPUR,CSTM,MUMBAI CST,838.0,11.0,0.0
12291,YESVANTPUR - CHENNAI SF Exp,YPR,YESVANTPUR JN,MAS,CHENNAI CENTRAL,370.0,6.0,30.0
12292,CHENNAI - YESVANTPUR SF Exp,MAS,CHENNAI CENTRAL,YPR,YESVANTPUR JN,370.0,6.0,40.0
12295,BANGALORE - PATLIPUTRA Sanghamitra SF Exp,SBC,BANGALORE CITY JN,PPTA,PATLIPUTRA,2729.0,48.0,20.0
12296,PATLIPUTRA - BANGALORE Sanghamitra SF Exp,PPTA,PATLIPUTRA,SBC,BANGALORE CITY JN,2729.0,48.0,45.0
12302,New Delhi-Howrah Rajdhani Express,NDLS,NEW DELHI,HWH,HOWRAH JN,1447.0,16.0,55.0
12304,Poorva Express,NDLS,NEW DELHI,HWH,HOWRAH JN,1530.0,24.0,25.0
12305,Howrah-New Delhi Rajdhani Express,HWH,HOWRAH JN,NDLS,NEW DELHI,1530.0,19.0,50.0
12306,New Delhi-Howrah Rajdhani Express,NDLS,NEW DELHI,HWH,HOWRAH JN,1542.0,19.0,40.0
12308,Jodhpur-Howrah SF Express,JU,JODHPUR JN,HWH,HOWRAH JN,1814.0,31.0,30.0
12309,Rajendra Nagar-New Delhi Rajdhani Express,RJPB,RAJENDRA NAGAR BIHAR,NDLS,NEW DELHI,1001.0,12.0,35.0
12310,New Delhi Rajendra Nagar Rajdhani Express,NDLS,NEW DELHI,RJPB,RAJENDRA NAGAR BIHAR,1001.0,12.0,50.0
12312,Kalka Mail,KLK,Kalka,HWH,HOWRAH JN,1743.0,31.0,35.0
12321,HOWRAH - MUMBAI CST Mail (via Allahabad),HWH,HOWRAH JN,CSTM,MUMBAI CST,2177.0,37.0,25.0
12322,MUMBAI CST - HOWRAH Mail (via Allahabad),CSTM,MUMBAI CST,HWH,HOWRAH JN,2177.0,38.0,20.0
12323,Howrah-NewDelhi SF Express,HWH,HOWRAH JN,NDLS,NEW DELHI,1447.0,22.0,15.0
12324,New Delhi-Howrah SF Express,NDLS,NEW DELHI,HWH,HOWRAH JN,1447.0,22.0,50.0
12328,Upasana Express,DDN,DEHRADUN,HWH,HOWRAH JN,1587.0,28.0,50.0
12332,Himgiri Express,JAT,JAMMU TAWI,HWH,HOWRAH JN,2021.0,36.0,30.0
